0.0,0.0
0.001,0.0
0.002,0.0
0.004,0.0
0.008,0.0
0.016,0.0
0.032,0.0
0.064,0.0
0.128,0.0
0.256,0.0
0.456,0.0
0.656,0.0
0.856,0.0
1.056,0.0
1.256,0.0
1.456,0.0
1.656,0.0
1.856,0.0
2.056,0.0
2.256,0.0
2.456,0.0
2.656,0.0
2.856,0.0
3.056,0.0
3.256,0.0
3.456,0.0
3.656,0.0
3.856,0.0
4.056,0.0
4.256,0.0
4.456,0.0
4.656,0.0
4.856,0.0
5.056,0.0
5.256,0.0
5.456,0.0
5.656,0.0
5.856,0.0
6.056,0.0
6.256,0.0
6.456,0.0
6.656,0.0
6.856,0.0
7.056,0.0
7.256,0.0
7.456,0.0
7.656,0.0
7.856,0.0
8.056,0.0
8.256,0.0
8.456,0.0
8.656,0.0
8.856,0.0
9.056,0.0
9.256,0.0


9.456,0.0
9.656,0.0
9.856,0.0
10.0,0.0






1.0,1.0,-6.28319e-05
1.258925,1.0,-7.91006e-05
1.584893,1.0,-9.95818e-05
1.995262,1.0,-0.000125366
2.511886,1.0,-0.000157826
3.162278,1.0,-0.000198692
3.981072,0.9999999,-0.000250138
5.011872,0.9999999,-0.000314905
6.309573,0.9999998,-0.000396442
7.943282,0.9999998,-0.000499091
10.0,0.9999996,-0.000628318
12.58925,0.9999994,-0.000791006
15.84893,0.999999,-0.000995817
19.95262,0.9999984,-0.00125366
25.11886,0.9999975,-0.00157826
31.62278,0.9999961,-0.00198691
39.81072,0.9999937,-0.00250137
50.11872,0.9999901,-0.00314902
63.09573,0.9999843,-0.00396436
79.43282,0.9999751,-0.00499079
100.0,0.9999605,-0.00628294
125.8925,0.9999374,-0.00790957
158.4893,0.9999008,-0.00995719
199.5262,0.9998429,-0.0125346
251.1886,0.999751,-0.0157787
316.2278,0.9996054,-0.0198613
398.1072,0.9993747,-0.0249982
501.1872,0.9990093,-0.0314593
630.9573,0.9984308,-0.039582
794.3282,0.9975153,-0.0497851
1000.0,0.9960677,-0.0625848
1258.925,0.993782,-0.0786088
1584.893,0.9901808,-0.098604
1995.262,0.9845265,-0.123426
2511.886,0.9756962,-0.153991
3162.278,0.9620209,-0.191146
3981.072,0.9411153,-0.235409
5011.872,0.9097813,-0.286495
6309.573,0.8641799,-0.342597
7943.282,0.8005816,-0.399563
10000.0,0.7169568,-0.450477
12589.25,0.6151231,-0.486566
15848.93,0.5020955,-0.499996
19952.62,0.3888533,-0.48749
25118.86,0.2864575,-0.452106
31622.78,0.2021083,-0.401573
39810.72,0.1377997,-0.34469
50118.72,0.0916042,-0.288466
63095.73,0.05982063,-0.237154
79432.82,0.03859633,-0.192631
100000.0,0.02470452,-0.155223






1.0,-1.71453e-08
1.258925,-2.71734e-08
1.584893,-4.30669e-08
1.995262,-6.82565e-08
2.511886,-1.08179e-07
3.162278,-1.71453e-07
3.981072,-2.71734e-07
5.011872,-4.30669e-07
6.309573,-6.82565e-07
7.943282,-1.08179e-06
10.0,-1.71453e-06
12.58925,-2.71734e-06
15.84893,-4.30669e-06
19.95262,-6.82565e-06
25.11886,-1.08179e-05
31.62278,-1.71452e-05
39.81072,-2.71733e-05
50.11872,-4.30667e-05
63.09573,-6.8256e-05
79.43282,-0.000108178
100.0,-0.000171449
125.8925,-0.000271726
158.4893,-0.000430648
199.5262,-0.000682511
251.1886,-0.00108166
316.2278,-0.00171419
398.1072,-0.00271649
501.1872,-0.00430456
630.9573,-0.00682029
794.3282,-0.0108045
1000.0,-0.0171115
1258.925,-0.0270887
1584.893,-0.0428548
1995.262,-0.0677257
2511.886,-0.106854
3162.278,-0.168155
3981.072,-0.263572
5011.872,-0.41063
6309.573,-0.633958
7943.282,-0.965944
10000.0,-1.44507
12589.25,-2.11038
15848.93,-2.99214
19952.62,-4.10214
25118.86,-5.4294
31622.78,-6.94416
39810.72,-8.60752
50118.72,-10.3808
63095.73,-12.2315
79432.82,-14.1345
100000.0,-16.0722

